SCORE	PATH	ISSUES
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGg.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGl.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGq.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGr.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGs.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGu.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGv.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGw.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_legislative_branch_LEGx.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_public_domain_works_PUBa.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_social_media_SOCb.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNIa.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNIb.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNIc.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNId.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNIe.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNIf.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\carolina_university_domains_UNIg.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CDC.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CLT.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CODIGO_CIVIL.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CODIGO_PENAL.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CONSTITUICAO_FEDERAL.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CPC.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CPP.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_CTN.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_LEI_ANTICORRUPCAO.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_LEI_FALENCIAS.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_LEI_INQUILINATO.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_LEI_LICITACOES_1993.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_LGPD.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_MARCO_CIVIL_INTERNET.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\lei_NOVA_LEI_LICITACOES.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\news_wiki_000.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\news_wiki_001.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\news_wiki_002.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\news_wiki_003.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_000.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_001.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_002.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_003.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_004.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_005.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_006.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_007.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_008.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_009.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\source_wiki_010.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_000.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_001.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_002.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_003.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_004.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_005.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_006.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_007.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_008.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_009.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_010.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_011.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_012.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_013.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_014.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_015.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_016.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_017.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_018.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_019.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_020.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_021.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_022.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_023.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_024.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_025.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_026.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_027.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_028.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_029.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_030.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_031.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_032.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_033.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_034.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_035.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_036.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_037.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_038.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_039.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_040.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_041.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_042.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_043.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_044.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_045.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_046.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_047.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_048.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_049.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_050.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_051.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_052.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_053.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_054.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_055.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_056.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_057.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_058.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_059.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_060.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_061.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_062.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_063.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_064.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_065.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_066.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_067.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_068.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_069.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_070.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_071.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_072.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_073.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_074.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_075.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_076.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_077.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_078.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_079.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_080.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_081.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_082.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_083.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_084.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_085.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_086.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_087.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_088.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_089.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_090.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_091.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_092.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_093.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_094.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_095.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_096.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_097.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_098.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_099.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_100.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_101.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_102.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_103.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_104.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_105.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_106.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_107.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_108.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_109.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_110.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_111.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_112.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_113.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_114.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_115.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_116.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_117.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_118.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_119.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_120.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_121.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_122.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_123.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_124.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_125.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_126.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_127.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_128.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_129.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_130.txt"	[]
100.0	"D:\\ptbr-llm-data\\corpus\\wiki_wiki_131.txt"	[]
